"PPTYP","Pension Plan Type","DTYP","Definition Type","CTYP","Contract Type","VAR","Variable","IND","Indicator","COU","Country","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","ITA","Italy","2017","2017","PC","Percentage","0","Units",,,0.601,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","ITA","Italy","2018","2018","PC","Percentage","0","Units",,,0.657,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","ITA","Italy","2019","2019","PC","Percentage","0","Units",,,0.631,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","ITA","Italy","2020","2020","PC","Percentage","0","Units",,,0.705,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","ITA","Italy","2021","2021","PC","Percentage","0","Units",,,0.699,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","JPN","Japan","2014","2014","PC","Percentage","0","Units",,,0.162,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","KOR","Korea","2011","2011","PC","Percentage","0","Units",,,0.724,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","KOR","Korea","2012","2012","PC","Percentage","0","Units",,,1.814,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","KOR","Korea","2013","2013","PC","Percentage","0","Units",,,2.232,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","KOR","Korea","2014","2014","PC","Percentage","0","Units",,,2.995,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","KOR","Korea","2015","2015","PC","Percentage","0","Units",,,2.998,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","KOR","Korea","2016","2016","PC","Percentage","0","Units",,,3.122,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","KOR","Korea","2017","2017","PC","Percentage","0","Units",,,3.056,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","KOR","Korea","2018","2018","PC","Percentage","0","Units",,,3.349,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","KOR","Korea","2020","2020","PC","Percentage","0","Units",,,4.073,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","KOR","Korea","2021","2021","PC","Percentage","0","Units",,,4.388,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","LUX","Luxembourg","2011","2011","PC","Percentage","0","Units",,,0.226,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","LUX","Luxembourg","2012","2012","PC","Percentage","0","Units",,,0.236,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","LUX","Luxembourg","2013","2013","PC","Percentage","0","Units",,,0.253,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","LUX","Luxembourg","2014","2014","PC","Percentage","0","Units",,,0.88,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","LUX","Luxembourg","2015","2015","PC","Percentage","0","Units",,,0.258,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","LUX","Luxembourg","2016","2016","PC","Percentage","0","Units",,,0.267,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","LUX","Luxembourg","2017","2017","PC","Percentage","0","Units",,,0.267,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","LUX","Luxembourg","2018","2018","PC","Percentage","0","Units",,,0.408,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","LUX","Luxembourg","2019","2019","PC","Percentage","0","Units",,,0.315,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","LUX","Luxembourg","2020","2020","PC","Percentage","0","Units",,,0.234,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","LUX","Luxembourg","2021","2021","PC","Percentage","0","Units",,,0.221,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","MEX","Mexico","2011","2011","PC","Percentage","0","Units",,,0.926,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","MEX","Mexico","2012","2012","PC","Percentage","0","Units",,,0.902,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","MEX","Mexico","2013","2013","PC","Percentage","0","Units",,,0.937,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","MEX","Mexico","2014","2014","PC","Percentage","0","Units",,,0.984,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","MEX","Mexico","2015","2015","PC","Percentage","0","Units",,,0.985,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","MEX","Mexico","2016","2016","PC","Percentage","0","Units",,,0.949,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","MEX","Mexico","2017","2017","PC","Percentage","0","Units",,,0.95,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","MEX","Mexico","2018","2018","PC","Percentage","0","Units",,,0.977,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","MEX","Mexico","2019","2019","PC","Percentage","0","Units",,,1.06,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","MEX","Mexico","2020","2020","PC","Percentage","0","Units",,,1.158,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","MEX","Mexico","2021","2021","PC","Percentage","0","Units",,,0.982,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","NLD","Netherlands","2011","2011","PC","Percentage","0","Units",,,4.707,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","NLD","Netherlands","2012","2012","PC","Percentage","0","Units",,,4.95,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","NLD","Netherlands","2013","2013","PC","Percentage","0","Units",,,5.197,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","NLD","Netherlands","2014","2014","PC","Percentage","0","Units",,,4.973,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","NLD","Netherlands","2015","2015","PC","Percentage","0","Units",,,4.148,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","NLD","Netherlands","2016","2016","PC","Percentage","0","Units",,,4.099,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","NLD","Netherlands","2017","2017","PC","Percentage","0","Units",,,4.387,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","NLD","Netherlands","2018","2018","PC","Percentage","0","Units",,,4.216,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","NLD","Netherlands","2019","2019","PC","Percentage","0","Units",,,4.356,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","NLD","Netherlands","2020","2020","PC","Percentage","0","Units",,,5.042,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","NLD","Netherlands","2021","2021","PC","Percentage","0","Units",,,4.521,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","NZL","New Zealand","2011","2011","PC","Percentage","0","Units",,,2.218,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","NZL","New Zealand","2012","2012","PC","Percentage","0","Units",,,2.348,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","NZL","New Zealand","2013","2013","PC","Percentage","0","Units",,,2.324,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","NOR","Norway","2011","2011","PC","Percentage","0","Units",,,0.43,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","NOR","Norway","2012","2012","PC","Percentage","0","Units",,,0.494,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","NOR","Norway","2013","2013","PC","Percentage","0","Units",,,0.428,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","NOR","Norway","2014","2014","PC","Percentage","0","Units",,,0.474,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","NOR","Norway","2015","2015","PC","Percentage","0","Units",,,0.474,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","NOR","Norway","2016","2016","PC","Percentage","0","Units",,,0.455,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","NOR","Norway","2017","2017","PC","Percentage","0","Units",,,0.411,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","NOR","Norway","2018","2018","PC","Percentage","0","Units",,,0.408,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","NOR","Norway","2019","2019","PC","Percentage","0","Units",,,0.444,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","NOR","Norway","2020","2020","PC","Percentage","0","Units",,,0.39,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","NOR","Norway","2021","2021","PC","Percentage","0","Units",,,0.478,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","POL","Poland","2011","2011","PC","Percentage","0","Units",,,1.017,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","POL","Poland","2012","2012","PC","Percentage","0","Units",,,0.529,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","POL","Poland","2013","2013","PC","Percentage","0","Units",,,0.682,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","POL","Poland","2014","2014","PC","Percentage","0","Units",,,0.5,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","POL","Poland","2015","2015","PC","Percentage","0","Units",,,0.185,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","POL","Poland","2016","2016","PC","Percentage","0","Units",,,0.183,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","POL","Poland","2017","2017","PC","Percentage","0","Units",,,0.177,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","POL","Poland","2018","2018","PC","Percentage","0","Units",,,0.167,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","POL","Poland","2019","2019","PC","Percentage","0","Units",,,0.162,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","POL","Poland","2020","2020","PC","Percentage","0","Units",,,0.157,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","POL","Poland","2021","2021","PC","Percentage","0","Units",,,0.188,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","PRT","Portugal","2011","2011","PC","Percentage","0","Units",,,0.689,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","PRT","Portugal","2012","2012","PC","Percentage","0","Units",,,0.514,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","PRT","Portugal","2013","2013","PC","Percentage","0","Units",,,0.389,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","PRT","Portugal","2014","2014","PC","Percentage","0","Units",,,1.112,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","PRT","Portugal","2015","2015","PC","Percentage","0","Units",,,0.557,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","PRT","Portugal","2016","2016","PC","Percentage","0","Units",,,0.489,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","PRT","Portugal","2017","2017","PC","Percentage","0","Units",,,0.568,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","PRT","Portugal","2018","2018","PC","Percentage","0","Units",,,0.355,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","PRT","Portugal","2019","2019","PC","Percentage","0","Units",,,0.79,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","PRT","Portugal","2020","2020","PC","Percentage","0","Units",,,0.675,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","PRT","Portugal","2021","2021","PC","Percentage","0","Units",,,0.542,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","SVK","Slovak Republic","2011","2011","PC","Percentage","0","Units",,,1.331,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","SVK","Slovak Republic","2012","2012","PC","Percentage","0","Units",,,1.26,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","SVK","Slovak Republic","2013","2013","PC","Percentage","0","Units",,,0.772,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","SVK","Slovak Republic","2014","2014","PC","Percentage","0","Units",,,0.801,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","SVK","Slovak Republic","2015","2015","PC","Percentage","0","Units",,,0.831,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","SVK","Slovak Republic","2016","2016","PC","Percentage","0","Units",,,0.862,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","SVK","Slovak Republic","2017","2017","PC","Percentage","0","Units",,,0.921,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","SVK","Slovak Republic","2018","2018","PC","Percentage","0","Units",,,1.018,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","SVK","Slovak Republic","2019","2019","PC","Percentage","0","Units",,,1.114,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","SVK","Slovak Republic","2020","2020","PC","Percentage","0","Units",,,1.224,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","SVK","Slovak Republic","2021","2021","PC","Percentage","0","Units",,,1.37,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","ESP","Spain","2011","2011","PC","Percentage","0","Units",,,0.462,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","ESP","Spain","2012","2012","PC","Percentage","0","Units",,,0.404,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","ESP","Spain","2013","2013","PC","Percentage","0","Units",,,0.404,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","ESP","Spain","2014","2014","PC","Percentage","0","Units",,,0.445,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","ESP","Spain","2015","2015","PC","Percentage","0","Units",,,0.411,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","ESP","Spain","2016","2016","PC","Percentage","0","Units",,,0.407,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","ESP","Spain","2017","2017","PC","Percentage","0","Units",,,0.416,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","ESP","Spain","2018","2018","PC","Percentage","0","Units",,,0.385,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","ESP","Spain","2019","2019","PC","Percentage","0","Units",,,0.393,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","ESP","Spain","2020","2020","PC","Percentage","0","Units",,,0.445,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","ESP","Spain","2021","2021","PC","Percentage","0","Units",,,0.283,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","CHE","Switzerland","2011","2011","PC","Percentage","0","Units",,,7.389,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","CHE","Switzerland","2012","2012","PC","Percentage","0","Units",,,7.438,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","CHE","Switzerland","2013","2013","PC","Percentage","0","Units",,,8.176,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","CHE","Switzerland","2014","2014","PC","Percentage","0","Units",,,8.006,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","CHE","Switzerland","2015","2015","PC","Percentage","0","Units",,,7.951,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","CHE","Switzerland","2016","2016","PC","Percentage","0","Units",,,7.862,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","CHE","Switzerland","2017","2017","PC","Percentage","0","Units",,,7.898,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","CHE","Switzerland","2018","2018","PC","Percentage","0","Units",,,7.816,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","CHE","Switzerland","2019","2019","PC","Percentage","0","Units",,,8.125,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","CHE","Switzerland","2020","2020","PC","Percentage","0","Units",,,9.478,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","CHE","Switzerland","2021","2021","PC","Percentage","0","Units",,,8.281,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","TUR","Türkiye","2011","2011","PC","Percentage","0","Units",,,0.882,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","TUR","Türkiye","2018","2018","PC","Percentage","0","Units",,,0.55,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","TUR","Türkiye","2019","2019","PC","Percentage","0","Units",,,0.556,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","TUR","Türkiye","2020","2020","PC","Percentage","0","Units",,,0.561,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","TUR","Türkiye","2021","2021","PC","Percentage","0","Units",,,0.459,,
