"PPTYP","Pension Plan Type","DTYP","Definition Type","CTYP","Contract Type","VAR","Variable","IND","Indicator","COU","Country","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","AUT","Austria","2019","2019","PC","Percentage","0","Units",,,0.318,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","AUT","Austria","2020","2020","PC","Percentage","0","Units",,,0.304,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","AUT","Austria","2021","2021","PC","Percentage","0","Units",,,0.343,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","BEL","Belgium","2011","2011","PC","Percentage","0","Units",,,0.379,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","BEL","Belgium","2012","2012","PC","Percentage","0","Units",,,0.341,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","BEL","Belgium","2013","2013","PC","Percentage","0","Units",,,0.314,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","BEL","Belgium","2014","2014","PC","Percentage","0","Units",,,0.29,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","BEL","Belgium","2015","2015","PC","Percentage","0","Units",,,0.268,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","BEL","Belgium","2016","2016","PC","Percentage","0","Units",,,0.332,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","BEL","Belgium","2017","2017","PC","Percentage","0","Units",,,0.383,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","BEL","Belgium","2018","2018","PC","Percentage","0","Units",,,0.398,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","BEL","Belgium","2019","2019","PC","Percentage","0","Units",,,0.385,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","BEL","Belgium","2020","2020","PC","Percentage","0","Units",,,0.443,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","CAN","Canada","2011","2011","PC","Percentage","0","Units",,,2.819,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","CAN","Canada","2012","2012","PC","Percentage","0","Units",,,2.995,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","CAN","Canada","2013","2013","PC","Percentage","0","Units",,,2.929,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","CAN","Canada","2014","2014","PC","Percentage","0","Units",,,2.611,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","CAN","Canada","2015","2015","PC","Percentage","0","Units",,,2.923,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","CAN","Canada","2016","2016","PC","Percentage","0","Units",,,2.804,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","CAN","Canada","2017","2017","PC","Percentage","0","Units",,,3.48,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","CAN","Canada","2018","2018","PC","Percentage","0","Units",,,2.808,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","CAN","Canada","2019","2019","PC","Percentage","0","Units",,,2.718,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","CAN","Canada","2020","2020","PC","Percentage","0","Units",,,2.874,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","CAN","Canada","2021","2021","PC","Percentage","0","Units",,,2.452,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","CZE","Czech Republic","2011","2011","PC","Percentage","0","Units",,,0.794,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","CZE","Czech Republic","2012","2012","PC","Percentage","0","Units",,,0.853,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","CZE","Czech Republic","2013","2013","PC","Percentage","0","Units",,,0.995,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","CZE","Czech Republic","2014","2014","PC","Percentage","0","Units",,,0.983,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","CZE","Czech Republic","2015","2015","PC","Percentage","0","Units",,,0.948,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","CZE","Czech Republic","2016","2016","PC","Percentage","0","Units",,,0.923,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","CZE","Czech Republic","2017","2017","PC","Percentage","0","Units",,,0.901,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","CZE","Czech Republic","2018","2018","PC","Percentage","0","Units",,,0.894,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","CZE","Czech Republic","2019","2019","PC","Percentage","0","Units",,,0.866,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","CZE","Czech Republic","2020","2020","PC","Percentage","0","Units",,,0.928,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","CZE","Czech Republic","2021","2021","PC","Percentage","0","Units",,,0.932,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","DNK","Denmark","2011","2011","PC","Percentage","0","Units",,,0.513,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","DNK","Denmark","2012","2012","PC","Percentage","0","Units",,,0.488,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","DNK","Denmark","2013","2013","PC","Percentage","0","Units",,,0.616,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","DNK","Denmark","2014","2014","PC","Percentage","0","Units",,,0.475,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","DNK","Denmark","2015","2015","PC","Percentage","0","Units",,,0.458,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","DNK","Denmark","2016","2016","PC","Percentage","0","Units",,,0.466,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","DNK","Denmark","2017","2017","PC","Percentage","0","Units",,,0.453,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","DNK","Denmark","2018","2018","PC","Percentage","0","Units",,,0.445,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","DNK","Denmark","2019","2019","PC","Percentage","0","Units",,,0.441,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","DNK","Denmark","2020","2020","PC","Percentage","0","Units",,,0.467,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","DNK","Denmark","2021","2021","PC","Percentage","0","Units",,,0.463,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","FIN","Finland","2011","2011","PC","Percentage","0","Units",,,1.035,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","FIN","Finland","2012","2012","PC","Percentage","0","Units",,,1.032,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","FIN","Finland","2013","2013","PC","Percentage","0","Units",,,1.001,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","FIN","Finland","2014","2014","PC","Percentage","0","Units",,,0.987,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","FIN","Finland","2015","2015","PC","Percentage","0","Units",,,0.939,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","FIN","Finland","2016","2016","PC","Percentage","0","Units",,,0.961,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","FIN","Finland","2017","2017","PC","Percentage","0","Units",,,1.085,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","FIN","Finland","2018","2018","PC","Percentage","0","Units",,,1.125,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","FIN","Finland","2019","2019","PC","Percentage","0","Units",,,1.131,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","FIN","Finland","2020","2020","PC","Percentage","0","Units",,,1.16,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","FIN","Finland","2021","2021","PC","Percentage","0","Units",,,1.211,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","FRA","France","2011","2011","PC","Percentage","0","Units",,,0.041,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","FRA","France","2012","2012","PC","Percentage","0","Units",,,0.041,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","FRA","France","2013","2013","PC","Percentage","0","Units",,,0.08,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","FRA","France","2014","2014","PC","Percentage","0","Units",,,0.086,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","FRA","France","2015","2015","PC","Percentage","0","Units",,,0.095,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","FRA","France","2019","2019","PC","Percentage","0","Units",,,0.12,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","DEU","Germany","2011","2011","PC","Percentage","0","Units",,,0.306,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","DEU","Germany","2012","2012","PC","Percentage","0","Units",,,0.257,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","DEU","Germany","2013","2013","PC","Percentage","0","Units",,,0.256,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","DEU","Germany","2014","2014","PC","Percentage","0","Units",,,0.268,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","DEU","Germany","2015","2015","PC","Percentage","0","Units",,,0.314,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","DEU","Germany","2016","2016","PC","Percentage","0","Units",,,0.305,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","DEU","Germany","2017","2017","PC","Percentage","0","Units",,,0.296,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","DEU","Germany","2018","2018","PC","Percentage","0","Units",,,0.52,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","DEU","Germany","2019","2019","PC","Percentage","0","Units",,,0.272,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","DEU","Germany","2020","2020","PC","Percentage","0","Units",,,0.418,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","DEU","Germany","2021","2021","PC","Percentage","0","Units",,,0.34,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","GRC","Greece","2011","2011","PC","Percentage","0","Units",,,0.01,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","GRC","Greece","2012","2012","PC","Percentage","0","Units",,,0.007,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","GRC","Greece","2013","2013","PC","Percentage","0","Units",,,0.081,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","GRC","Greece","2014","2014","PC","Percentage","0","Units",,,0.106,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","HUN","Hungary","2011","2011","PC","Percentage","0","Units",,,0.306,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","HUN","Hungary","2012","2012","PC","Percentage","0","Units",,,0.252,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","HUN","Hungary","2013","2013","PC","Percentage","0","Units",,,0.287,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","HUN","Hungary","2014","2014","PC","Percentage","0","Units",,,0.306,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","HUN","Hungary","2015","2015","PC","Percentage","0","Units",,,0.3,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","HUN","Hungary","2016","2016","PC","Percentage","0","Units",,,0.319,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","HUN","Hungary","2017","2017","PC","Percentage","0","Units",,,0.264,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","HUN","Hungary","2018","2018","PC","Percentage","0","Units",,,0.272,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","HUN","Hungary","2019","2019","PC","Percentage","0","Units",,,0.214,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","HUN","Hungary","2020","2020","PC","Percentage","0","Units",,,0.216,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","HUN","Hungary","2021","2021","PC","Percentage","0","Units",,,0.221,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","ISL","Iceland","2011","2011","PC","Percentage","0","Units",,,5.859,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","ISL","Iceland","2012","2012","PC","Percentage","0","Units",,,5.896,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","ISL","Iceland","2013","2013","PC","Percentage","0","Units",,,5.875,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","ISL","Iceland","2014","2014","PC","Percentage","0","Units",,,5.834,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","ISL","Iceland","2015","2015","PC","Percentage","0","Units",,,6.044,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","ISL","Iceland","2016","2016","PC","Percentage","0","Units",,,6.307,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","ISL","Iceland","2017","2017","PC","Percentage","0","Units",,,10.333,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","ISL","Iceland","2018","2018","PC","Percentage","0","Units",,,8.597,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","ISL","Iceland","2019","2019","PC","Percentage","0","Units",,,8.698,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","ISL","Iceland","2020","2020","PC","Percentage","0","Units",,,9.337,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","ISL","Iceland","2021","2021","PC","Percentage","0","Units",,,9.194,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","ITA","Italy","2011","2011","PC","Percentage","0","Units",,,0.558,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","ITA","Italy","2012","2012","PC","Percentage","0","Units",,,0.556,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","ITA","Italy","2013","2013","PC","Percentage","0","Units",,,0.567,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","ITA","Italy","2014","2014","PC","Percentage","0","Units",,,0.574,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","ITA","Italy","2015","2015","PC","Percentage","0","Units",,,0.585,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3100","CONTRIBUTIONS","CGDP","Contributions as a share of GDP","ITA","Italy","2016","2016","PC","Percentage","0","Units",,,0.593,,
