"PPTYP","Pension Plan Type","DTYP","Definition Type","CTYP","Contract Type","VAR","Variable","IND","Indicator","COU","Country","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","NOR","Norway","2012","2012","PC","Percentage","0","Units",,,5.79,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","NOR","Norway","2013","2013","PC","Percentage","0","Units",,,7.092,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","NOR","Norway","2014","2014","PC","Percentage","0","Units",,,3.901,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","NOR","Norway","2015","2015","PC","Percentage","0","Units",,,4.422,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","NOR","Norway","2016","2016","PC","Percentage","0","Units",,,6.295,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","NOR","Norway","2017","2017","PC","Percentage","0","Units",,,6.181,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","NOR","Norway","2018","2018","PC","Percentage","0","Units",,,6.647,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","NOR","Norway","2019","2019","PC","Percentage","0","Units",,,6.595,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","NOR","Norway","2020","2020","PC","Percentage","0","Units",,,9.709,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","NOR","Norway","2021","2021","PC","Percentage","0","Units",,,5.984,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","POL","Poland","2012","2012","PC","Percentage","0","Units",,,98.106,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","POL","Poland","2013","2013","PC","Percentage","0","Units",,,98.547,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","POL","Poland","2014","2014","PC","Percentage","0","Units",,,98.253,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","POL","Poland","2015","2015","PC","Percentage","0","Units",,,96.168,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","POL","Poland","2016","2016","PC","Percentage","0","Units",,,96.272,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","POL","Poland","2017","2017","PC","Percentage","0","Units",,,96.683,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","POL","Poland","2018","2018","PC","Percentage","0","Units",,,97.147,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","POL","Poland","2019","2019","PC","Percentage","0","Units",,,97.204,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","POL","Poland","2020","2020","PC","Percentage","0","Units",,,5.142,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","POL","Poland","2021","2021","PC","Percentage","0","Units",,,15.871,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","PRT","Portugal","2011","2011","PC","Percentage","0","Units",,,7.796,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","PRT","Portugal","2012","2012","PC","Percentage","0","Units",,,11.228,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","PRT","Portugal","2013","2013","PC","Percentage","0","Units",,,22.527,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","PRT","Portugal","2014","2014","PC","Percentage","0","Units",,,20.902,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","PRT","Portugal","2015","2015","PC","Percentage","0","Units",,,27.454,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","PRT","Portugal","2016","2016","PC","Percentage","0","Units",,,18.075,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","PRT","Portugal","2017","2017","PC","Percentage","0","Units",,,21.104,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","PRT","Portugal","2018","2018","PC","Percentage","0","Units",,,31.912,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","PRT","Portugal","2019","2019","PC","Percentage","0","Units",,,28.351,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","PRT","Portugal","2020","2020","PC","Percentage","0","Units",,,38.98,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","PRT","Portugal","2021","2021","PC","Percentage","0","Units",,,52.583,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","SVK","Slovak Republic","2011","2011","PC","Percentage","0","Units",,,8.867,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","SVK","Slovak Republic","2012","2012","PC","Percentage","0","Units",,,8.892,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","SVK","Slovak Republic","2013","2013","PC","Percentage","0","Units",,,14.197,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","SVK","Slovak Republic","2014","2014","PC","Percentage","0","Units",,,13.844,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","SVK","Slovak Republic","2015","2015","PC","Percentage","0","Units",,,13.255,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","SVK","Slovak Republic","2016","2016","PC","Percentage","0","Units",,,13.327,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","SVK","Slovak Republic","2017","2017","PC","Percentage","0","Units",,,13.238,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","SVK","Slovak Republic","2018","2018","PC","Percentage","0","Units",,,12.767,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","SVK","Slovak Republic","2019","2019","PC","Percentage","0","Units",,,12.214,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","SVK","Slovak Republic","2020","2020","PC","Percentage","0","Units",,,12.156,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","SVK","Slovak Republic","2021","2021","PC","Percentage","0","Units",,,11.427,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","ESP","Spain","2011","2011","PC","Percentage","0","Units",,,70.938,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","ESP","Spain","2012","2012","PC","Percentage","0","Units",,,73.208,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","ESP","Spain","2013","2013","PC","Percentage","0","Units",,,77.36,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","ESP","Spain","2014","2014","PC","Percentage","0","Units",,,80.652,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","ESP","Spain","2015","2015","PC","Percentage","0","Units",,,79.208,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","ESP","Spain","2016","2016","PC","Percentage","0","Units",,,80.133,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","ESP","Spain","2017","2017","PC","Percentage","0","Units",,,79.238,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","ESP","Spain","2018","2018","PC","Percentage","0","Units",,,79.534,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","ESP","Spain","2019","2019","PC","Percentage","0","Units",,,77.804,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","ESP","Spain","2020","2020","PC","Percentage","0","Units",,,79.962,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","ESP","Spain","2021","2021","PC","Percentage","0","Units",,,69.071,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","CHE","Switzerland","2011","2011","PC","Percentage","0","Units",,,42.23,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","CHE","Switzerland","2012","2012","PC","Percentage","0","Units",,,42.752,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","CHE","Switzerland","2013","2013","PC","Percentage","0","Units",,,39.726,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","CHE","Switzerland","2014","2014","PC","Percentage","0","Units",,,42.42,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","CHE","Switzerland","2015","2015","PC","Percentage","0","Units",,,43.376,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","CHE","Switzerland","2016","2016","PC","Percentage","0","Units",,,44.381,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","CHE","Switzerland","2017","2017","PC","Percentage","0","Units",,,45.217,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","CHE","Switzerland","2018","2018","PC","Percentage","0","Units",,,45.791,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","CHE","Switzerland","2019","2019","PC","Percentage","0","Units",,,46.013,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","CHE","Switzerland","2020","2020","PC","Percentage","0","Units",,,41.369,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","CHE","Switzerland","2021","2021","PC","Percentage","0","Units",,,46.706,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","TUR","Türkiye","2011","2011","PC","Percentage","0","Units",,,96.175,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","GBR","United Kingdom","2011","2011","PC","Percentage","0","Units",,,10.815,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","GBR","United Kingdom","2012","2012","PC","Percentage","0","Units",,,9.814,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","GBR","United Kingdom","2013","2013","PC","Percentage","0","Units",,,9.873,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","GBR","United Kingdom","2014","2014","PC","Percentage","0","Units",,,11.317,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","GBR","United Kingdom","2015","2015","PC","Percentage","0","Units",,,11.859,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","GBR","United Kingdom","2016","2016","PC","Percentage","0","Units",,,11.388,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","GBR","United Kingdom","2017","2017","PC","Percentage","0","Units",,,11.012,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","GBR","United Kingdom","2019","2019","PC","Percentage","0","Units",,,16.964,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","GBR","United Kingdom","2020","2020","PC","Percentage","0","Units",,,17.497,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","GBR","United Kingdom","2021","2021","PC","Percentage","0","Units",,,18.468,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","USA","United States","2011","2011","PC","Percentage","0","Units",,,40.198,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","USA","United States","2012","2012","PC","Percentage","0","Units",,,41.438,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","USA","United States","2013","2013","PC","Percentage","0","Units",,,40.634,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","USA","United States","2014","2014","PC","Percentage","0","Units",,,41.706,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","USA","United States","2015","2015","PC","Percentage","0","Units",,,43.1,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","USA","United States","2016","2016","PC","Percentage","0","Units",,,43.769,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","USA","United States","2017","2017","PC","Percentage","0","Units",,,44.857,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","USA","United States","2018","2018","PC","Percentage","0","Units",,,45.645,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","USA","United States","2019","2019","PC","Percentage","0","Units",,,45.533,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","USA","United States","2020","2020","PC","Percentage","0","Units",,,45.419,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","CHL","Chile","2011","2011","PC","Percentage","0","Units",,,100,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","CHL","Chile","2012","2012","PC","Percentage","0","Units",,,100,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","CHL","Chile","2013","2013","PC","Percentage","0","Units",,,100,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","CHL","Chile","2014","2014","PC","Percentage","0","Units",,,100,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","CHL","Chile","2015","2015","PC","Percentage","0","Units",,,100,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","CHL","Chile","2016","2016","PC","Percentage","0","Units",,,100,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","CHL","Chile","2017","2017","PC","Percentage","0","Units",,,100,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","CHL","Chile","2018","2018","PC","Percentage","0","Units",,,100,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","CHL","Chile","2019","2019","PC","Percentage","0","Units",,,100,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","CHL","Chile","2020","2020","PC","Percentage","0","Units",,,100,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","CHL","Chile","2021","2021","PC","Percentage","0","Units",,,100,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","CRI","Costa Rica","2012","2012","PC","Percentage","0","Units",,,33.012,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","CRI","Costa Rica","2013","2013","PC","Percentage","0","Units",,,34.022,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","CRI","Costa Rica","2014","2014","PC","Percentage","0","Units",,,34.771,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","CRI","Costa Rica","2015","2015","PC","Percentage","0","Units",,,35.673,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","CRI","Costa Rica","2016","2016","PC","Percentage","0","Units",,,37.483,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","CRI","Costa Rica","2017","2017","PC","Percentage","0","Units",,,36.192,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","CRI","Costa Rica","2018","2018","PC","Percentage","0","Units",,,36.618,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","CRI","Costa Rica","2019","2019","PC","Percentage","0","Units",,,37.63,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","CRI","Costa Rica","2020","2020","PC","Percentage","0","Units",,,39.741,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","CRI","Costa Rica","2021","2021","PC","Percentage","0","Units",,,38.24,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","EST","Estonia","2011","2011","PC","Percentage","0","Units",,,43.715,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","EST","Estonia","2012","2012","PC","Percentage","0","Units",,,33.925,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","EST","Estonia","2013","2013","PC","Percentage","0","Units",,,33.333,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","EST","Estonia","2014","2014","PC","Percentage","0","Units",,,31.653,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","EST","Estonia","2015","2015","PC","Percentage","0","Units",,,32.432,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","EST","Estonia","2016","2016","PC","Percentage","0","Units",,,33.351,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","EST","Estonia","2017","2017","PC","Percentage","0","Units",,,33.333,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","EST","Estonia","2018","2018","PC","Percentage","0","Units",,,33.333,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","EST","Estonia","2019","2019","PC","Percentage","0","Units",,,31.842,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","EST","Estonia","2020","2020","PC","Percentage","0","Units",,,45.341,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","EST","Estonia","2021","2021","PC","Percentage","0","Units",,,59.601,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","ISR","Israel","2011","2011","PC","Percentage","0","Units",,,31.429,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","ISR","Israel","2012","2012","PC","Percentage","0","Units",,,31.429,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","ISR","Israel","2013","2013","PC","Percentage","0","Units",,,34.545,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","ISR","Israel","2014","2014","PC","Percentage","0","Units",,,36.802,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","ISR","Israel","2015","2015","PC","Percentage","0","Units",,,34.545,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","LVA","Latvia","2011","2011","PC","Percentage","0","Units",,,63.307,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","LVA","Latvia","2012","2012","PC","Percentage","0","Units",,,69.765,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","LVA","Latvia","2013","2013","PC","Percentage","0","Units",,,76.868,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3300","Employee contributions","EECT","Employees contributions as a percent of total contributions","LVA","Latvia","2014","2014","PC","Percentage","0","Units",,,81.391,,
