etiqueta,TAUC,TAUW,TAUR,TOTAL,G,B
valor,0.37953901950565155,0.7353218976431076,0.0,1.1148609171487591,0.991352876156647,0.4629151017846904
(in %),7.838139245156134,15.185672954644131,0.0,23.023812199800265,20.47315686941147,47.8
(rate),13.0,25.78691374082378,0.0,,,
