Omega,alpha,by,delta,gy,kappa,np,nu,tauc,tauw_max,tauw_mean,tauw_min,gamma,deuda_necesaria
1.45,0.4111093282699585,0.478,0.050807446241378784,0.20473156869411469,0.732,0.0179,0.39216554624320255,0.13,0.246,0.105,0.0,0.18,2.109844123962142
