Omega,alpha,by,delta,gy,kappa,np,nu,tauc,tauw_max,tauw_mean,tauw_min,gamma,deuda_necesaria
1.0497211196055178,0.5603855848312378,0.303,0.042865633964538574,0.17069607973098755,0.366,0.0174,0.3614545454545455,0.19,0.4,0.07,0.0,0.18,2.5242271192103387
