m_high,m_low,a_coh_high,a_coh_low,y_coh_high,y_coh_low,l_coh_high,l_coh_low,c_coh_high,c_coh_low
0.61,0.39,0.0,0.0,0.3444815814344842,0.40025240290900777,0.2878026903510683,0.31713328243238403,0.2883535368137974,0.2862785315511812
0.5595915765967598,0.3577716637257973,0.0694232808420831,0.16402813029902155,0.5794401321097503,0.423953336139922,0.34435612719106623,0.29773488530198167,0.3741555151835149,0.32244921451820024
0.513348741964012,0.32820657273108966,0.24671644631975298,0.36422376148899394,0.6554814974760027,0.41396827516528445,0.3353791018770469,0.2658876395920663,0.4327220811132598,0.35410859363794
0.47092726534361434,0.30108464505575344,0.4794877943954079,0.5928956277584319,0.622735752803482,0.3529441312814376,0.2981367341333881,0.21445871689049703,0.4733939797267341,0.37628582100518043
0.4320113620918587,0.27620398559971293,0.7241939853963933,0.8318123982915189,0.7119007524539718,0.3147769924831901,0.2928503838989391,0.17402063597276016,0.5418803231370382,0.40566427067687866
0.396311342984749,0.25337938321975756,1.0477819637809644,1.0941213761458313,0.5162376163849454,0.25383466986724734,0.21710339307529952,0.12447395814536935,0.5517574258743804,0.4315084565531817
0.35982751073181796,0.23005365440230982,1.325708535031041,1.374806627106082,0.45835449757822055,0.19325029125052326,0.17799952244330577,0.07838633183515753,0.5912551614121634,0.4583772123324153
0.32410265892724494,0.20721317537971395,1.4716071496763816,1.489007870521936,0.44677533383831586,0.14288855361623717,0.15413629951605196,0.05167773290222417,0.6437148702821625,0.49106159156814655
0.2886095023378057,0.1845208293635151,1.5999131828944595,1.5670113302882027,0.07673780410493897,0.3495702771728455,0.017806863859673155,0.10767096585195735,0.5877436658530357,0.5999425952920556
0.25292656017850834,0.16170714503216108,1.5519575327882589,1.7064091401411585,0.0,0.0,0.0,0.0,0.6215898814881824,0.5459201589202373
0.21675340896083187,0.13858004835200727,1.5481947876997424,1.6873812657242135,0.0,0.0,0.0,0.0,0.6796926401517958,0.596990334853769
0.17943211139567142,0.11471889089231453,1.4738992073277646,1.6005479791152173,0.0,0.0,0.0,0.0,0.7335474184951897,0.6443123296998586
0.13769725575442618,0.08803595040037085,1.308059916130049,1.425311584652859,0.0,0.0,0.0,0.0,0.7693891864758033,0.675824922555154
0.0897469272447431,0.05737918299254068,1.0382816875938183,1.147815196751803,0.0,0.0,0.0,0.0,0.7586740054271228,0.66646074827415
0.043362958518605554,0.02772385872501011,0.6815558273490925,0.7789111717053699,0.0,0.0,0.0,0.0,0.6681074047149663,0.5868738912428025
0.012403195968011324,0.007929912176269536,0.30077333366490155,0.36838408025641717,0.0,0.0,0.0,0.0,0.4826196995359083,0.4239692073781427
