etiqueta,TAUC,TAUW,TAUR,TOTAL,G,B
valor,0.2520478507317621,0.17191655418027535,0.0,0.42396440491203746,0.3413787793419567,0.1211952498307261
(in %),12.602886479196323,8.59616461691011,0.0,21.19905109610643,17.069607973098755,30.3
(rate),19.0,19.55384011132159,0.0,,,
