Omega,alpha,by,delta,gy,kappa,np,nu,tauc,tauw_max,tauw_mean,tauw_min,gamma,deuda_necesaria
1.45,0.622000128030777,0.442,0.03836948424577713,0.1820252537727356,0.643,0.021400000000000002,0.3890909090909091,0.16,0.35,0.102,0.0192,0.18,3.15585014105018
