etiqueta,TAUC,TAUW,TAUR,TOTAL,G,B
valor,0.08484773331805491,0.13643581065170335,0.0,0.22128354396975825,0.1376870963179306,0.06686731133308363
(in %),11.217049819685284,18.037102765403475,0.0,29.254152585088754,18.20252537727356,44.20000000000001
(rate),16.0,47.71714511606279,0.0,,,
