Omega,alpha,by,delta,gy,kappa,np,nu,tauc,tauw_max,tauw_mean,tauw_min,gamma,deuda_necesaria,psi_scalar
1.65,0.5603855848312378,0.303,0.0428656339645385,0.1706960797309875,0.366,0.0174,0.3614545454545455,0.19,0.4,0.07,0.0,0.18,2.52593215787684,1.0
