Omega,alpha,by,delta,gy,kappa,np,nu,tauc,tauw_max,tauw_mean,tauw_min,gamma,deuda_necesaria,psi_scalar
1.85,0.4111093282699585,0.478,0.0508074462413787,0.2047315686941146,0.732,0.0179,0.3921655462432025,0.13,0.246,0.105,0.0,0.18,4.546503310376542,1.0
