Omega,alpha,by,delta,gy,kappa,np,nu,tauc,tauw_max,tauw_mean,tauw_min,gamma,deuda_necesaria,psi_scalar
1.89,0.622000128030777,0.442,0.0383694842457771,0.1820252537727356,0.643,0.0214,0.3890909090909091,0.16,0.35,0.102,0.0192,0.18,5.731352370824583,1.0
