time,run_id,r,rn,w,wn,p,KK,AA,BB,LL,HH,YY,CC,II,GG,INC,BQ,tauc,tauw,taur,taup,kappa,PP,pen_cohort_1,pen_cohort_2,pen_cohort_3,pen_cohort_4,pen_cohort_5,pen_cohort_6,pen_cohort_7,pen_cohort_8,pen_cohort_9,pen_cohort_10,pen_cohort_11,pen_cohort_12,pen_cohort_13,pen_cohort_14,pen_cohort_15,pen_cohort_16,c_coh_cohort_1,c_coh_cohort_2,c_coh_cohort_3,c_coh_cohort_4,c_coh_cohort_5,c_coh_cohort_6,c_coh_cohort_7,c_coh_cohort_8,c_coh_cohort_9,c_coh_cohort_10,c_coh_cohort_11,c_coh_cohort_12,c_coh_cohort_13,c_coh_cohort_14,c_coh_cohort_15,c_coh_cohort_16,y_coh_cohort_1,y_coh_cohort_2,y_coh_cohort_3,y_coh_cohort_4,y_coh_cohort_5,y_coh_cohort_6,y_coh_cohort_7,y_coh_cohort_8,y_coh_cohort_9,y_coh_cohort_10,y_coh_cohort_11,y_coh_cohort_12,y_coh_cohort_13,y_coh_cohort_14,y_coh_cohort_15,y_coh_cohort_16,l_coh_cohort_1,l_coh_cohort_2,l_coh_cohort_3,l_coh_cohort_4,l_coh_cohort_5,l_coh_cohort_6,l_coh_cohort_7,l_coh_cohort_8,l_coh_cohort_9,l_coh_cohort_10,l_coh_cohort_11,l_coh_cohort_12,l_coh_cohort_13,l_coh_cohort_14,l_coh_cohort_15,l_coh_cohort_16,a_coh_cohort_1,a_coh_cohort_2,a_coh_cohort_3,a_coh_cohort_4,a_coh_cohort_5,a_coh_cohort_6,a_coh_cohort_7,a_coh_cohort_8,a_coh_cohort_9,a_coh_cohort_10,a_coh_cohort_11,a_coh_cohort_12,a_coh_cohort_13,a_coh_cohort_14,a_coh_cohort_15,a_coh_cohort_16,v_coh_cohort_1,v_coh_cohort_2,v_coh_cohort_3,v_coh_cohort_4,v_coh_cohort_5,v_coh_cohort_6,v_coh_cohort_7,v_coh_cohort_8,v_coh_cohort_9,v_coh_cohort_10,v_coh_cohort_11,v_coh_cohort_12,v_coh_cohort_13,v_coh_cohort_14,v_coh_cohort_15,v_coh_cohort_16,VV_coh_cohort_1,VV_coh_cohort_2,VV_coh_cohort_3,VV_coh_cohort_4,VV_coh_cohort_5,VV_coh_cohort_6,VV_coh_cohort_7,VV_coh_cohort_8,VV_coh_cohort_9,VV_coh_cohort_10,VV_coh_cohort_11,VV_coh_cohort_12,VV_coh_cohort_13,VV_coh_cohort_14,VV_coh_cohort_15,VV_coh_cohort_16,tauc_rev,tauw_rev,taur_rev,total_tax_rev
0,16,0.7600216849387954,0.7600216849387954,1.0363869743341583,0.518927117024297,1.16,4.929690988049822,5.586661532521611,0.6569705399394886,2.7105869110260405,0.19405577536459898,7.4317934382295086,4.652573667399752,1.4264456867020998,1.3527740865802775,0.4626314065288569,0.7112070777753796,0.16,0.36818251534866114,0.0,0.13110961206017502,0.643,0.3683153467871086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.297471994398055,0.297471994398055,0.297471994398055,0.297471994398055,0.297471994398055,0.297471994398055,0.297471994398055,0.2270543934634094,0.3012958659442031,0.3833329899013676,0.44997012705676276,0.5253612996418571,0.5936794554641399,0.6755345726722934,0.7736980956898412,0.916856475406609,1.070633751329919,1.2765066046933076,1.5030701068433978,1.7221536800340935,1.8602420674281472,1.8037837842878688,1.4476981920296148,0.3203152437411648,0.4972145871757713,0.6558392205428488,0.6368958867824956,0.6005118715500515,0.4534571663612407,0.3107587949733091,0.16808555874835943,0.11785712071532582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25587071803293054,0.28652258617697224,0.2905422727725438,0.24369463421790652,0.1957150106441873,0.12286540076944008,0.06559787788859862,0.024804758744966765,0.014511753626175971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054793352587750824,0.15690859954698005,0.32378520845000686,0.5303623701530371,0.7876082420344281,1.0848068199443293,1.2869245883370983,1.4547495457687118,1.5579964911097157,1.7976444520784411,1.980617550233225,2.039840508251985,1.8899372537100088,1.4659217456961326,0.785136865284086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.23723582501144,-18.744163508157737,-12.58853216390262,-8.2792656768955,-5.456683670516783,-3.600948371634462,-2.435361069813897,-1.6712323533963869,-1.1512150819035127,-0.7922326563575474,-0.545886017437905,-0.3751163926443912,-0.26218558124521546,-0.19587442513746645,-0.16735011822672186,-0.16998134007324506,0.7444117867839602,1.0343045692130703,0.0,1.7787163559970307
1,16,0.7751250420164975,0.7751250420164975,1.049592259830038,0.47070151546972744,1.16,4.9445130893059215,5.586661532521611,0.642148443215491,2.4718526419898703,0.17493257089529207,7.305591318151394,4.520394192137171,1.47140046787574,1.365834886915945,0.4272607768163518,0.7173101926084241,0.16,0.40957472006971296,0.0,0.14196347413121632,0.643,0.3683153467871086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.297471994398055,0.297471994398055,0.297471994398055,0.297471994398055,0.297471994398055,0.297471994398055,0.297471994398055,0.21025986487521375,0.279015413674917,0.35592054864081324,0.4202885246869171,0.4937646959828095,0.5628278265128647,0.6506377502363464,0.7605456448324823,0.9091511859993547,1.073954202900926,1.282571308238505,1.5121274559117075,1.7341303782310198,1.8737805103898024,1.815977541035891,1.4579207804949728,0.3039853659202852,0.47595837237746075,0.6256834805795438,0.5934707637702099,0.5411216623594319,0.379533408714307,0.24086203340231038,0.1265823308284836,0.09568452514327601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23815486729519386,0.26977554551302113,0.27229396131399886,0.2207128301222845,0.16797876511412058,0.0915840733951588,0.04666477011079079,0.015945538224563422,0.011468956400873333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054793352587750824,0.15690859954698005,0.32378520845000686,0.5303623701530371,0.7876082420344281,1.0848068199443293,1.2869245883370983,1.4547495457687118,1.5579964911097157,1.7976444520784411,1.980617550233225,2.039840508251985,1.8899372537100088,1.4659217456961326,0.785136865284086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.812727534209404,-17.94761237319721,-12.086773559258676,-7.918552005080058,-5.218375081001189,-3.457617779854382,-2.367350867146392,-1.6527472941535133,-1.1638210536000755,-0.8079544301151383,-0.5612338580263935,-0.38881540890400257,-0.27371071439947403,-0.20543524513289715,-0.17542237002608804,-0.17553073887358392,0.7232630707419473,1.062615972037122,0.0,1.7858790427790692
2,16,0.7839762120452406,0.7839762120452406,1.0321158567638076,0.4786769347871643,1.16,4.939668145383571,5.581819039883531,0.642148443215491,2.534528425264061,0.1792083951993616,7.366186453274751,4.556262790038332,1.4963242777922732,1.365834886915945,0.43079975340364846,0.727194877563489,0.16,0.40618899943140324,0.0,0.1300325598014757,0.643,0.3401556810904237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2747286794929142,0.2747286794929142,0.2747286794929142,0.2747286794929142,0.2747286794929142,0.2747286794929142,0.2747286794929142,0.21307595612119096,0.28223273327825904,0.35927813346012094,0.4232882673298611,0.49741233045378475,0.5666168125725257,0.6551234396169372,0.7652246053319429,0.9190811477792047,1.0800418507692184,1.2926926554369007,1.5240576620393322,1.7472485183757258,1.8862302534171278,1.8245756197088574,1.456601601146272,0.3068244937817133,0.4816564720564455,0.6357288979174212,0.6085741127921582,0.5581315108395636,0.39777030371838984,0.25684549897100406,0.1337843227295477,0.10045279876151211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24084318696896295,0.27342898126628284,0.2772916583462726,0.22740272309094128,0.17471418679576228,0.0979742903819636,0.05072438156462193,0.0170931677584613,0.012066407747727825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052445110630149304,0.15090168109632732,0.3134348919195038,0.5198323124770282,0.7766594452540022,1.0771299670982941,1.2843020857008862,1.461801610890932,1.572785823788857,1.8173237057756713,2.0007329603678503,2.0592479576168463,1.9068527235678299,1.4787615492464092,0.7931324472181609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.398827094178262,-17.7564516610846,-12.047881630608922,-7.9573172338406675,-5.233415847164216,-3.460823232641275,-2.354206432836824,-1.6232454526777131,-1.1362100412384637,-0.7984006251462299,-0.5544973735844305,-0.3837701394498637,-0.27031697114363334,-0.20321438496795494,-0.1742127790727631,-0.17647614025840466,0.7290020464061331,1.0625607614275288,0.0,1.7915628078336618
3,16,0.7841080997788856,0.7841080997788856,1.0318588678529608,0.48103827736581833,1.16,4.9583334234802035,5.600463041893604,0.642148443215491,2.5452845090967484,0.17952456657485047,7.3952373774053095,4.579208960646562,1.5025281166044895,1.365834886915945,0.4325202692105187,0.7322746701058457,0.16,0.4032075811014865,0.0,0.13058807312653403,0.643,0.3429731711497379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27700424143854596,0.27700424143854596,0.27700424143854596,0.27700424143854596,0.27700424143854596,0.27700424143854596,0.27700424143854596,0.21425524689217593,0.28427935178181823,0.36128693114175153,0.4248246775122379,0.4981057874702313,0.5675182226982152,0.6559273936370908,0.7664891374254309,0.9230696453120933,1.0906654713179773,1.3000623002218403,1.5361561718206622,1.7611022777213594,1.9005408395007455,1.836745026547458,1.463521179224492,0.3063393994761301,0.47921256701200143,0.6348633427253487,0.6105806607860109,0.5642405139445233,0.4039740438990706,0.26342251643380765,0.13640061606918455,0.10205624524207783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24036808096147405,0.27174966564423353,0.27667668695263653,0.22815955583105774,0.177005644528417,0.10005258158083177,0.05240153036553716,0.01748828637940028,0.012228224801358675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05507378350435391,0.1521007872677471,0.3121232192343593,0.5148284764127761,0.7729069416057895,1.0740420267464204,1.2845770647901047,1.4675432973121694,1.5897696069369116,1.827692387880248,2.0172672188741387,2.076081558476721,1.921569528266599,1.4884812432460726,0.7962961467717316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.136617900587872,-17.449630667483966,-11.902660353001608,-7.913701485684527,-5.244405540514733,-3.461820307144026,-2.3503527605651966,-1.6126000476701259,-1.1159730366933718,-0.7794484401364818,-0.5479958893220542,-0.37930207775978697,-0.2668664433488686,-0.20065994479464286,-0.17230442171413643,-0.17523493228661766,0.73267343370345,1.0589740656330515,0.0,1.7916474993365015
4,16,0.7842413466773573,0.7842413466773573,1.0315993313028358,0.4839293097005556,1.16,4.97760492410966,5.619802392888817,0.642148443215491,2.555639520341775,0.17985440737339126,7.424457328767239,4.60165899170228,1.5096443286015315,1.365834886915945,0.4341706650528824,0.7376851085048184,0.16,0.40034487112380107,0.0,0.13061123025768342,0.643,0.34434292764944197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27811053310236356,0.27811053310236356,0.27811053310236356,0.27811053310236356,0.27811053310236356,0.27811053310236356,0.27811053310236356,0.21559290757803962,0.2860138505644484,0.36406500142006387,0.4274342335816015,0.5001868088571101,0.5685097258991082,0.6570009709689865,0.7662762989872128,0.9243504964318031,1.0950298256141424,1.3128857730966936,1.5449508023841423,1.7751284796957651,1.9156593595023688,1.8507309858925505,1.473320289615857,0.30615133461629984,0.4791154248473729,0.6326441981535293,0.6103888021332545,0.567294602378565,0.4111916090070272,0.2701380721564374,0.13918441365115866,0.10388159224946136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24019867177719795,0.27167103989278407,0.2754421004722159,0.22790033935095153,0.17811691113121728,0.10260528118715816,0.054174222869913635,0.017885019974731926,0.012441573561874843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0552828102240775,0.1554710425019072,0.3141228947757327,0.5142355265139956,0.7685861457529902,1.0714132943477213,1.2820476163268841,1.4683108640542668,1.5965880553544927,1.8481550484118288,2.0297346874862754,2.094087787922062,1.9380814447453585,1.500666548470116,0.8019933742714566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.877594241819946,-17.27619608926263,-11.703889815410136,-7.821121966204699,-5.215878609656199,-3.4679721745376537,-2.34970175628802,-1.6096328321427043,-1.1087181348121264,-0.7656536870879312,-0.5350329960326412,-0.3748676706478308,-0.26376784918631835,-0.19810150900437015,-0.1701397932294384,-0.17330666765097372,0.7362654386723648,1.0554676249525534,0.0,1.7917330636249182
5,16,0.783703345554943,0.783703345554943,1.0326478640293109,0.4872904784894413,1.16,4.998011612132776,5.640091826442253,0.642148443215491,2.5630052312316725,0.18022169461692134,7.451683845605178,4.622911615387359,1.515698313436837,1.365834886915945,0.43586457502190157,0.7425685963373067,0.16,0.39737368420050007,0.0,0.13060007792588155,0.643,0.34565685945008867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2791717376290034,0.2791717376290034,0.2791717376290034,0.2791717376290034,0.2791717376290034,0.2791717376290034,0.2791717376290034,0.21702372434293493,0.2879232115110971,0.3664463426864654,0.4308787014237077,0.5034581273187038,0.570932838606153,0.6579935005377453,0.766393665118695,0.9236907804841763,1.0958601807105552,1.3179917463154789,1.5600124463583858,1.7850903165188619,1.9306997236752979,1.8652446341859015,1.4843686657170767,0.3064001607024169,0.4793990674316538,0.6331836348482941,0.6087422884960754,0.5679788562242245,0.41487438039465424,0.2776921619456241,0.1425465195544139,0.10590507321427477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2404734545963002,0.2718753202774166,0.2757219153536038,0.22702688207691762,0.17822520258143673,0.10368662991910402,0.056231931845682676,0.018519690839147156,0.012689662915368938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05567939258793403,0.15633136727452446,0.31884909204785006,0.5176439388611701,0.7694456367420247,1.06847113054803,1.2802665036134848,1.4659572758536907,1.5978457247881674,1.8565656220802569,2.0527089534726897,2.1074954192506334,1.9553107761535498,1.5139419877380855,0.8088051575385968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.64126229566373,-17.104895771764536,-11.59259051343007,-7.694088004415353,-5.156406803710301,-3.449296011338561,-2.3528093201729527,-1.6089286967772127,-1.1068633658664166,-0.7608090554232365,-0.5256636023561202,-0.36606083950891094,-0.2607262306351973,-0.1958312272224524,-0.16799195692814692,-0.17114751433608477,0.7396658584619774,1.0517217285797344,0.0,1.791387587041712
6,16,0.7831950329649452,0.7831950329649452,1.033640054701167,0.49064989397138153,1.16,5.018411734079871,5.660537109218196,0.642148443215491,2.5687348187680294,0.1804432291072248,7.477210592777859,4.642022196978264,1.5221461400292373,1.365834886915945,0.437258672890706,0.7467586459054091,0.16,0.39483220513946177,0.0,0.13069159946926512,0.643,0.34700543420930474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28026092173908274,0.28026092173908274,0.28026092173908274,0.28026092173908274,0.28026092173908274,0.28026092173908274,0.28026092173908274,0.21841429063723283,0.2898192298645352,0.368871943472007,0.4336701939198798,0.5074755418702364,0.5745925013336197,0.6607010346270529,0.7658138686746471,0.9230740933349232,1.0942637662373333,1.318851801758809,1.5659141932981515,1.8023032311237213,1.9413313065972033,1.879691164171891,1.4958460050207278,0.3067920310233789,0.4797216360283271,0.6335454708643724,0.6093674092795213,0.5662239428848259,0.4155527402438639,0.2816385025143847,0.14482361739270574,0.10738256204190155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24091192960911045,0.2721384242081731,0.275931289483843,0.22732683004133128,0.17737210532168707,0.10372607014078351,0.057336207833244515,0.01887763031890013,0.012869771820296026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05621985812701696,0.15759269188775385,0.32097687915025613,0.5242087170463147,0.7747439839314986,1.0710064964786863,1.2778798160308595,1.4640605558802868,1.5949581258202352,1.8580841421891867,2.0618910724490096,2.1310085768122176,1.9676410497253112,1.527281880389494,0.8159387996769971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.436736167836866,-16.946901731850417,-11.481319979177638,-7.622113552677777,-5.074768726129739,-3.410873466562816,-2.3403139850390735,-1.610818360271324,-1.1065213754095478,-0.7596732052092977,-0.5224528593705469,-0.3597270794690537,-0.25465371848845497,-0.1936113237618829,-0.16609326030807875,-0.16900438259579914,0.7427235515165223,1.0483376233868555,0.0,1.7910611749033778
7,16,0.782004851926758,0.782004851926758,1.035968996220835,0.4939058634024939,1.16,5.039257497339748,5.6815767249662725,0.642148443215491,2.5705673194184833,0.18062520945404764,7.499123982215598,4.6589929063484785,1.5277874854722127,1.365834886915945,0.43855651758882586,0.7499015897256809,0.16,0.3923571284601675,0.0,0.13072161209196026,0.643,0.34811531916903216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.281157326668724,0.281157326668724,0.281157326668724,0.281157326668724,0.281157326668724,0.281157326668724,0.281157326668724,0.21972895178532062,0.2916168477352989,0.37121776154124503,0.4364374445618042,0.5106367069554619,0.5789748459233545,0.6648775851882144,0.7678776737928233,0.9217295089453866,1.0927100990467993,1.3166049840344163,1.5665483314230324,1.8086745438371628,1.9595682082186139,1.8895749214944368,1.5070552198597225,0.30728870275184694,0.48017273611179123,0.6339037663661475,0.609741983685906,0.5668886986203272,0.4134014703113238,0.2826918184583123,0.14584763410628784,0.10860543633724057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24147978343562548,0.27252157857746084,0.2761715728725537,0.2275310588305872,0.17766443965269826,0.10262328470847032,0.05764699725036111,0.01904736829211972,0.013032879611252372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05671310204954806,0.1589822366721586,0.3235222707797947,0.5278392080987306,0.7834586711407893,1.0784294320551435,1.2815861660235395,1.4614225455280785,1.5926268056173474,1.85497878995106,2.0636616741791114,2.140496805716627,1.9895355123103644,1.5369467819119944,0.8232030636451556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.26375057120474,-16.811215927364024,-11.379440625913988,-7.550659073541059,-5.02882759749332,-3.3585943463653654,-2.3150306398177936,-1.602312427129972,-1.1080738999589217,-0.7596185488362943,-0.5218154083452529,-0.3576264427046989,-0.2503166570558543,-0.18915673924742618,-0.16425509091942722,-0.16714281286651728,0.7454388650157566,1.0448580369868048,0.0,1.7902969020025614
8,16,0.7811808033411518,0.7811808033411518,1.0375862622152108,0.49763042437059224,1.16,5.059302995627261,5.701204465563249,0.642148443215491,2.575435360205479,0.1812330722139086,7.523400468791821,4.676315441674685,1.5342941373013614,1.365834886915945,0.44007297231019077,0.751898113118428,0.16,0.38976989075787555,0.0,0.13065781928321518,0.643,0.3491485739660861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28199184080961504,0.28199184080961504,0.28199184080961504,0.28199184080961504,0.28199184080961504,0.28199184080961504,0.28199184080961504,0.22111258620982277,0.29349911250854527,0.3736725600841005,0.4393781654422977,0.514075641740453,0.5827876381823559,0.6703694923750539,0.7723033486987592,0.9239646670685258,1.0904371732196587,1.3145107050678333,1.563615198716941,1.80909930640121,1.9661645464020034,1.9069982739953824,1.5147132707885351,0.308288740534469,0.4813106383805276,0.6351244804567466,0.6109494802150588,0.5682451630414312,0.41521819798418313,0.28219730627119083,0.14586268662506663,0.10953376383591445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2425547067698876,0.2734023304851436,0.27690055587683843,0.22816154432658373,0.17826954502144762,0.1033977698762711,0.0574698033949165,0.01896849280551912,0.013161950317610815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05711456524503349,0.16017606672831952,0.32601175804279753,0.5316344187189228,0.7884915592154899,1.0889261993813837,1.2901316282370296,1.4650896660649628,1.5886966982738884,1.851757181525081,2.0595516239347367,2.1414912531723997,1.9975454239702908,1.5534950159847032,0.8281719150874839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.11795752802735,-16.696579496505443,-11.291993254431912,-7.4853912647524865,-4.983093387919184,-3.3290740619405956,-2.281002645672223,-1.5852262266432342,-1.1024381108637231,-0.7608114307174338,-0.5218894528723672,-0.3572704829149503,-0.2489095691892197,-0.1859803155268082,-0.1605030976554078,-0.16532205934283908,0.7482104706679497,1.0415572698182307,0.0,1.7897677404861803
9,16,0.7804695611727095,0.7804695611727095,1.0389852860490314,0.5006307488739852,1.16,5.080090774333726,5.7224106124128555,0.642148443215491,2.5793207920317545,0.18154813905615505,7.547359878053463,4.692870865681526,1.5423237468442954,1.365834886915945,0.4413311538207349,0.7525162523528318,0.16,0.3874998481063903,0.0,0.13073583448222567,0.643,0.3503558710468815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2829669211954527,0.2829669211954527,0.2829669211954527,0.2829669211954527,0.2829669211954527,0.2829669211954527,0.2829669211954527,0.22229510628845522,0.29512599390787064,0.37579385935211873,0.4419316082443477,0.5171245240515973,0.5862923168519186,0.6742042515687813,0.7788214108112903,0.9291466482214344,1.0925652832682344,1.3115825420323104,1.5609000400555404,1.8054467303314083,1.966339868003125,1.9131316892396864,1.52845070108173,0.3088364645884107,0.4818110893612577,0.6355686132958,0.6112453259093582,0.5683709915078893,0.41550065955285276,0.28249910981297505,0.14620168562859492,0.10957171862461776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24321919692877783,0.273886334546889,0.2772589940064963,0.22840729868756404,0.17839857320815466,0.10362642119492846,0.05756697167135251,0.019129009075721796,0.013161773058343006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057570634576811164,0.1614345917264618,0.3285470080508221,0.5356816400840413,0.7940327360288582,1.0956849544482563,1.3023757967142657,1.474671516153565,1.592297907949492,1.8467924174567112,2.0554254033975,2.136583662625589,1.99777139234285,1.5591821662461138,0.8368809798180645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.99324207476991,-16.59711374882399,-11.216131051647874,-7.4283096278278045,-4.940145527049031,-3.2990062696031197,-2.2608114441414298,-1.5622688578432724,-1.0909211230393046,-0.7570667260165722,-0.5228087134068519,-0.3573933795780819,-0.2487104351414655,-0.18497357522007646,-0.15783076715419372,-0.16157487155514946,0.7508593385090441,1.0384516789259215,0.0,1.7893110174349656
